country;year;pop;gdp_c;gdp_t;inc_c;gini
npl;2071;35717993;12788,85;4,56792E+11;9204,04;32,8
npl;2072;35676658;13097,35;4,6727E+11;9425,12;32,8
npl;2073;35627724;13412,48;4,77856E+11;9650,87;32,8
npl;2074;35569137;13734,32;4,88518E+11;9881,32;32,8
npl;2075;35502912;14062,92;4,99274E+11;10116,52;32,8
npl;2076;35429039;14398,33;5,10119E+11;10356,49;32,8
npl;2077;35347230;14740,62;5,2104E+11;10601,27;32,8
npl;2078;35257624;15089,83;5,32031E+11;10850,88;32,8
npl;2079;35159313;15445,99;5,43071E+11;11105,35;32,8
npl;2080;35053476;15809,16;5,54166E+11;11364,71;32,8
npl;2081;34941467;16179,35;5,6533E+11;11628,96;32,8
npl;2082;34822895;16556,61;5,76549E+11;11898,12;32,8
npl;2083;34697086;16940,95;5,87801E+11;12172,2;32,8
npl;2084;34563646;17332,38;5,9907E+11;12451,21;32,8
npl;2085;34422253;17730,93;6,10339E+11;12735,14;32,8
npl;2086;34275648;18136,59;6,21643E+11;13024;32,8
npl;2087;34125358;18549,37;6,33004E+11;13317,77;32,8
npl;2088;33969327;18969,26;6,44373E+11;13616,45;32,8
npl;2089;33807734;19396,25;6,55743E+11;13920,02;32,8
npl;2090;33642041;19830,32;6,67132E+11;14228,46;32,8
npl;2091;33472744;20271,44;6,78541E+11;14541,74;32,8
npl;2092;33299503;20719,58;6,89952E+11;14859,83;32,8
npl;2093;33123433;21174,71;7,01379E+11;15182,7;32,8
npl;2094;32944447;21636,77;7,12811E+11;15510,32;32,8
npl;2095;32763523;22105,71;7,24261E+11;15842,63;32,8
npl;2096;32581245;22581,48;7,35733E+11;16179,58;32,8
npl;2097;32396051;23064,01;7,47183E+11;16521,13;32,8
npl;2098;32209128;23553,22;7,58629E+11;16867,21;32,8
npl;2099;32021277;24049,03;7,70081E+11;17217,76;32,8
npl;2100;31831433;24551,36;7,81505E+11;17572,71;32,8
nld;1800;2000000;4789,23;9578466197;2464;51,9
nld;1801;2004651;4705,67;9433232773;2420,44;51,9
nld;1802;2009313;4965,51;9977263479;2554,27;51,9
nld;1803;2013986;4857,91;9783767461;2499,17;51,9
nld;1804;2018669;5089,13;10273274003;2617,77;51,9
nld;1805;2023364;4789,23;9690361839;2464;51,9
nld;1806;2028069;4825,86;9787181186;2482,37;51,9
nld;1807;2032785;4421,8;8988566896;2274,55;51,9
nld;1808;2037512;3012,73;6138473136;1549,83;51,9
nld;1809;2042251;3071,19;6272139541;1579,9;51,9
nld;1810;2060391;3130,78;6450637674;1610,56;51,9
nld;1811;2078671;3191,53;6634148242;1641,81;51,9
nld;1812;2101607;3253,46;6837499869;1673,67;51,9
nld;1813;2129272;3316,59;7061929504;1706,15;51,9
nld;1814;2157302;3380,95;7293728462;1739,25;51,9
nld;1815;2185700;3446,55;7533132516;1773;51,9
nld;1816;2214472;3284,01;7272354502;1689,39;51,9
nld;1817;2243623;3317,21;7442563761;1706,46;51,9
nld;1818;2273158;3367,57;7655024606;1732,37;51,8
nld;1819;2302618;3213,04;7398413616;1652,88;51,7
nld;1820;2331997;3440,83;8024006338;1770,06;51,6
nld;1821;2361287;3373,3;7965319697;1735,32;51,5
nld;1822;2390482;3404,2;8137682501;1751,22;51,3
nld;1823;2419575;3572,47;8643848703;1837,78;51,1
nld;1824;2449022;3548,43;8690178152;1825,41;50,9
nld;1825;2478828;3459,14;8574625330;1779,48;50,8
nld;1826;2508996;3511,8;8811089722;1806,57;50,6
nld;1827;2539531;3720,13;9447375536;1913,74;50,4
nld;1828;2570438;3799,11;9765369593;1954,37;50,1
nld;1829;2600166;3805,98;9896167198;1957,9;49,9
nld;1830;2628686;3477,46;9141148856;1788,9;49,6
nld;1831;2655969;3736,15;9923101902;1921,98;49,4
nld;1832;2681986;3911,28;10490007162;2012,07;49,1
nld;1833;2706706;3824,29;10351227668;1967,32;48,9
nld;1834;2731653;3857,48;10537309364;1984,4;48,7
nld;1835;2756831;3846,04;10602876930;1978,51;48,4
nld;1836;2782241;3974,24;11057291582;2044,46;48,2
nld;1837;2807885;4066,96;11419545618;2092,15;47,9
nld;1838;2833765;4109,31;11644814642;2113,94;47,7
nld;1839;2858669;4107,02;11740608487;2112,76;47,5
nld;1840;2882581;4147,08;11954300074;2133,37;47,2
nld;1841;2905482;4187,14;12165674425;2153,98;47
nld;1842;2927353;4085,27;11959029664;2101,58;46,7
nld;1843;2948178;4014,3;11834877482;2065,07;46,5
nld;1844;2969150;4052,08;12031220877;2084,5;46,3
nld;1845;2990272;4023,46;12031238139;2069,78;46,1
nld;1846;3011544;4030,33;12137508227;2073,31;45,9
nld;1847;3032967;4057,8;12307170691;2087,44;45,8
nld;1848;3054543;4123,04;12594016303;2121,01;45,7
nld;1849;3076130;4245,52;13059778704;2184,01;45,7
nld;1850;3097727;4325,65;13399677082;2225,23;45,7
nld;1851;3119335;4388,6;13689526479;2257,62;45,8
nld;1852;3140952;4338,24;13626201566;2231,71;45,9
nld;1853;3162576;4239,8;13408686851;2181,07;46,1
nld;1854;3184349;4499,64;14328410093;2314,74;46,2
nld;1855;3206272;4377,16;14034357830;2251,73;46,5
nld;1856;3228346;4552,29;14696366189;2341,82;46,8
nld;1857;3250572;4472,16;14537090721;2300,6;47,1
nld;1858;3272951;4349,69;14236308792;2237,6;47,5
nld;1859;3296537;4195,16;13829492177;2158,1;47,8
nld;1860;3321346;4395,47;14598883544;2261,15;48,2
nld;1861;3347397;4275,28;14311070730;2199,32;48,6
nld;1862;3374706;4442,4;14991803658;2285,29;48,9
nld;1863;3403292;4524,82;15399276842;2327,69;49,3
nld;1864;3432121;4705,67;16150440301;2420,73;49,7
nld;1865;3461193;4712,54;16311014851;2424,26;50
nld;1866;3490512;4889,96;17068473368;2515,53;50,2
nld;1867;3520079;4723,99;16628810287;2430,15;50,3
nld;1868;3549897;4752,6;16871255267;2444,87;50,4
nld;1869;3582077;4905,99;17573626151;2523,78;50,4
nld;1870;3616663;5061,66;18306321312;2603,86;50,4
nld;1871;3653701;4995,27;18251226105;2569,71;50,2
nld;1872;3693235;5052,5;18660082988;2599,15;50
nld;1873;3735311;5154,38;19253204030;2651,55;49,7
nld;1874;3777867;4964,37;18754711422;2553,81;49,3
nld;1875;3820907;5247,09;20048661142;2699,25;48,9
nld;1876;3864438;5259,69;20325730321;2705,73;48,4
nld;1877;3908465;5323,79;20807833601;2738,7;47,8
nld;1878;3952993;5307,76;20981543831;2730,46;47,2
nld;1879;3998157;5052,5;20200702478;2599,15;46,5
nld;1880;4043963;5340,96;21598630125;2747,54;45,8
nld;1881;4090422;5373,01;21977864941;2764,02;45,2
nld;1882;4137543;5446,26;22534153969;2801,71;44,5
nld;1883;4185333;5783,94;24207704836;2975,42;43,9
nld;1884;4233676;5820,57;24642392769;2994,26;43,2
nld;1885;4282577;5880,09;25181931915;3024,88;42,6
nld;1886;4332043;5902,98;25571970198;3036,66;42,1
nld;1887;4382080;5978,53;26198391458;3075,52;41,6
nld;1888;4432695;5987,69;26541585916;3080,23;41,2
nld;1889;4484885;6122,76;27459853049;3149,71;40,9
nld;1890;4538679;5812,55;26381316493;2990,14;40,6
nld;1891;4594109;5763,33;26477383716;2964,82;40,4
nld;1892;4651207;5873,22;27317564810;3021,35;40,2
nld;1893;4710005;5745,02;27059069821;2955,4;40,1
nld;1894;4769546;6006;28645895634;3089,65;40,1
nld;1895;4829840;5965,94;28814524049;3069,04;40,2
nld;1896;4890896;6134,2;30001742865;3155,6;40,3
nld;1897;4952724;6205,17;30732495979;3192,11;40,4
nld;1898;5015333;6216,62;31178403706;3198;40,6
nld;1899;5080362;6221,2;31605925115;3200,35;40,9
nld;1900;5147863;6073,54;31265726575;3124,39;41,1
nld;1901;5217891;6276,14;32748208584;3228,62;41,3
nld;1902;5290503;6444,4;34094133649;3315,18;41,5
nld;1903;5365754;6345,96;34050875206;3264,54;41,8
nld;1904;5442076;6342,53;34516523893;3262,77;42
nld;1905;5519484;6564,59;36233159050;3377,01;42,2
nld;1906;5597993;6604,65;36972810396;3397,62;42,3
nld;1907;5677618;6400,91;36341900185;3292,8;42,5
nld;1908;5758376;6442,11;37096113137;3314;42,5
nld;1909;5840769;6698,52;39124486203;3445,9;42,6
nld;1910;5924828;6902,26;40894731271;3550,72;42,6
nld;1911;6010584;7048,78;42367287019;3626,09;42,6
nld;1912;6098068;7148,37;43591218105;3677,32;42,5
nld;1913;6187312;7387,6;45709374329;3800,38;42,4
nld;1914;6277861;7057,94;44308751752;3630,8;42,3
nld;1915;6369737;7163,25;45627992276;3684,97;42,2
nld;1916;6462956;7218,19;46650839674;3713,24;42
nld;1917;6557540;6617,25;43392854205;3404,09;41,7
nld;1918;6653505;6115,89;40692086703;3146,18;41,5
nld;1919;6750263;7520,38;50764529208;3868,69;41,2
nld;1920;6847816;7700,09;52728790493;3961,14;40,9
nld;1921;6946167;8084,69;56157624175;4158,99;40,7
nld;1922;7045319;8391,46;59120511239;4316,8;40,4
nld;1923;7145275;8456,71;60425483524;4350,36;40,1
nld;1924;7246649;8931,74;64725159987;4594,73;39,9
nld;1925;7349462;9178,98;67460578582;4721,92;39,6
nld;1926;7453733;9776,49;72871356355;5029,3;39,3
nld;1927;7559483;10042,05;75912714887;5165,91;39,1
nld;1928;7666734;10436,96;80017371816;5369,06;38,8
nld;1929;7771988;10379,72;80671091342;5339,62;38,5
nld;1930;7875175;10222,91;80507177712;5258,95;38,3
nld;1931;7976222;9460,57;75459581175;4866,78;38
nld;1932;8075057;9186,99;74185503980;4726,04;37,8
nld;1933;8171605;9042,77;73893928530;4651,85;37,5
nld;1934;8269307;8766,91;72496240314;4509,94;37,3
nld;1935;8368177;8993,55;75259600770;4626,53;37
nld;1936;8468229;9469,72;80191791822;4871,49;36,8
nld;1937;8569477;9912,71;84946699378;5099,37;36,5
nld;1938;8671936;9578,47;83063845841;4927,43;36,2
nld;1939;8777658;10115,31;88788723044;5203,59;36
nld;1940;8886708;8814,98;78336169795;4534,67;35,7
nld;1941;8999152;8269,34;74417076766;4241,38;35,5
nld;1942;9115061;7497,71;68342104862;3834,22;35,2
nld;1943;9234501;7270,97;67143736516;3707,26;35
nld;1944;9355506;4838,93;45270652210;2459,93;34,7
nld;1945;9478097;4908,13;46519694387;2487,72;34,5
nld;1946;9602295;8147,28;78232589993;4117,28;34,2
nld;1947;9728120;9230,58;89796186687;4650,92;34,1
nld;1948;9855594;10042,59;98975720167;5045,08;34
nld;1949;9984137;10759,85;1,07428E+11;5389,4;34,1
nld;1950;10113757;10975,74;1,11006E+11;5481,26;34
nld;1951;10264537;11050,91;1,13432E+11;5502,46;34,3
nld;1952;10382295;11145;1,15711E+11;5532,88;34,7
nld;1953;10493531;11998,85;1,2591E+11;5939,13;35,3
nld;1954;10615735;12686,8;1,3468E+11;6261,06;36
nld;1955;10751230;13468,93;1,44808E+11;6627,36;36,8
nld;1956;10889769;13824,53;1,50546E+11;6782,2;37,6
nld;1957;11026878;14055,56;1,54989E+11;6875,12;38,5
nld;1958;11187358;13796,24;1,54344E+11;6728,3;39,1
nld;1959;11348103;14276,68;1,62013E+11;6941,99;39,5
nld;1960;11486911;15359,2;1,7643E+11;7446,25;40,1
nld;1961;11639365;15335,6;1,78497E+11;7412,79;40,1
nld;1962;11807551;16058,6;1,89613E+11;7739,29;39,9
nld;1963;11969156;16420,69;1,96542E+11;7890,36;39,3
nld;1964;12131885;17621,73;2,13785E+11;8442,4;38,5
nld;1965;12301125;18336,23;2,25556E+11;8758,71;37,6
nld;1966;12464289;18622,01;2,3211E+11;8868,88;36,8
nld;1967;12607834;19424,34;2,44899E+11;9223,61;36
nld;1968;12740845;20544,24;2,61751E+11;9726,5;35,2
nld;1969;12890636;21712,71;2,79891E+11;10249,27;34
nld;1970;13052078;22769,68;2,97192E+11;10716,38;33,2
nld;1971;13208354;23495,48;3,10337E+11;11025,23;32,6
nld;1972;13342772;23967,27;3,1979E+11;11213,32;32
nld;1973;13453744;25016,47;3,36565E+11;11669,54;31,4
nld;1974;13559669;25856,92;3,50611E+11;12025,88;30,8
nld;1975;13680035;25677,51;3,51269E+11;11907,08;30,3
nld;1976;13786637;26714,66;3,68305E+11;12351,34;29,7
nld;1977;13868604;27187,52;3,77053E+11;12532,75;29,2
nld;1978;13953921;27687,01;3,86342E+11;12725,21;28,7
nld;1979;14050169;28131,17;3,95248E+11;12891,07;28,2
nld;1980;14162686;28643,02;4,05662E+11;13086,76;27,7
nld;1981;14262689;28320,73;4,0393E+11;12901,2;27,5
nld;1982;14333900;27874,6;3,99552E+11;12660,37;27,7
nld;1983;14396901;28299,71;4,07428E+11;12815,4;28,2
nld;1984;14462807;29132,96;4,21344E+11;13087,07;28,7
nld;1985;14538959;29866,22;4,34224E+11;13364,49;29,3
nld;1986;14626494;30644,67;4,48224E+11;13647,8;29,5
nld;1987;14724947;31029,11;4,56902E+11;13937,12;29,5
nld;1988;14825923;32095,54;4,75846E+11;14928,16;29,1
nld;1989;14921111;33413,83;4,98571E+11;15989,67;28,6
nld;1990;15030878;34654,48;5,20887E+11;17126,66;28,2
nld;1991;15155090;35343,91;5,3564E+11;16671,01;27,7
nld;1992;15276785;35794,64;5,46827E+11;16227,48;27,2
nld;1993;15389720;36106,38;5,55667E+11;15795,76;27
nld;1994;15485449;37062,61;5,73931E+11;16237,74;27
nld;1995;15565032;38136,57;5,93597E+11;16692,08;27,3
nld;1996;15640027;39398,97;6,16201E+11;17159,13;27,8
nld;1997;15723622;40992,76;6,44555E+11;17639,26;28,6
nld;1998;15827107;42730,2;6,76295E+11;18132,82;29,3
nld;1999;15940184;44681,65;7,12234E+11;18640,18;29,9
nld;2000;16058760;46320,24;7,43846E+11;18668,48;30,4
nld;2001;16182705;47115,95;7,62463E+11;18696,83;30,6
nld;2002;16288051;46991,6;7,65402E+11;18725,21;30,5
nld;2003;16366912;46921,86;7,67966E+11;18753,64;30,2
nld;2004;16425566;47754,14;7,84389E+11;18782,11;30,1
nld;2005;16465710;48681,64;8,01578E+11;18982,52;29,8
nld;2006;16493852;50338,36;8,30273E+11;20163,12;29,6
nld;2007;16531357;52166,3;8,6238E+11;21126,86;29,2
nld;2008;16597258;53120,84;8,8166E+11;21100,34;28,9
nld;2009;16684150;50939,62;8,49884E+11;20794,68;28,5
nld;2010;16771235;51381,97;8,61739E+11;20540,13;28,1
nld;2011;16851057;51936,19;8,7518E+11;20303,38;27,8
nld;2012;16915194;51211,2;8,66247E+11;20021,74;28
nld;2013;16967063;50993,97;8,65218E+11;19616,59;28,1
nld;2014;17030089;51534,05;8,77629E+11;19935,31;28,2
nld;2015;17107433;52311,32;8,94912E+11;21125,4;28,3
nld;2016;17204693;53174,1;9,14844E+11;21825,95;28,3
nld;2017;17315370;54399,38;9,41945E+11;21999,29;28,2
nld;2018;17421280;55359,5;9,64433E+11;22046,18;28,2
nld;2019;17537507;56073,57;9,83391E+11;22890,9;28,2
nld;2020;17636731;53595,93;9,45257E+11;23423,8;28,2
nld;2021;17730564;56617,35;1,00386E+12;24434,7;28,2
nld;2022;17904421;58507,86;1,04755E+12;25283,73;28,2
nld;2023;18092524;57990,92;1,0492E+12;25279,64;28,2
nld;2024;18228742;57997,45;1,05722E+12;25469,54;28,2
nld;2025;18346819;58398,93;1,07143E+12;25786,21;28,2
nld;2026;18448775;59169,3;1,0916E+12;26126,64;28,2
nld;2027;18538017;60096;1,11406E+12;26535,06;28,2
nld;2028;18619097;61091,56;1,13747E+12;26998,89;28,2
nld;2029;18692513;62266,53;1,16392E+12;27530,49;28,2
nld;2030;18757217;61322,58;1,15024E+12;27043,71;28,2
nld;2031;18813964;61858,81;1,16381E+12;27269;28,2
nld;2032;18863761;62390,07;1,17691E+12;27492,04;28,2
nld;2033;18908217;62916,27;1,18963E+12;27712,81;28,2
nld;2034;18946182;63437,31;1,20189E+12;27931,27;28,2
nld;2035;18977352;63953,12;1,21366E+12;28147,4;28,2
nld;2036;19004539;64463,63;1,2251E+12;28361,17;28,2
nld;2037;19026568;64968,77;1,23613E+12;28572,56;28,2
nld;2038;19043264;65468,48;1,24673E+12;28781,54;28,2
nld;2039;19055408;65962,69;1,25695E+12;28988,09;28,2
nld;2040;19062983;66451,35;1,26676E+12;29192,2;28,2
nld;2041;19066147;66934,42;1,27618E+12;29393,86;28,2
nld;2042;19064875;67411,85;1,2852E+12;29593,04;28,2
nld;2043;19060464;67883,59;1,29389E+12;29789,74;28,2
nld;2044;19052666;68349,63;1,30224E+12;29983,95;28,2
nld;2045;19041975;68809,92;1,31028E+12;30175,66;28,2
nld;2046;19030540;69264,44;1,31814E+12;30364,85;28,2
nld;2047;19016273;69713,17;1,32568E+12;30551,54;28,2
nld;2048;18998732;70156,09;1,33288E+12;30735,71;28,2
nld;2049;18979463;70593,19;1,33982E+12;30917,37;28,2
nld;2050;18958475;71024,46;1,34652E+12;31096,5;28,2
nld;2051;18934376;71449,89;1,35286E+12;31273,13;28,2
nld;2052;18909117;71869,49;1,35899E+12;31447,24;28,2
nld;2053;18884311;72283,24;1,36502E+12;31618,85;28,2
nld;2054;18858186;72691,17;1,37082E+12;31787,95;28,2
nld;2055;18831090;73093,27;1,37643E+12;31954,56;28,2
nld;2056;18801740;73489,55;1,38173E+12;32118,69;28,2
nld;2057;18770838;73880,05;1,38679E+12;32280,34;28,2
nld;2058;18740761;74264,76;1,39178E+12;32439,53;28,2
nld;2059;18711794;74643,71;1,39672E+12;32596,27;28,2
nld;2060;18683350;75016,93;1,40157E+12;32750,57;28,2
nld;2061;18655389;75384,45;1,40633E+12;32902,44;28,2
nld;2062;18629643;75746,28;1,41113E+12;33051,9;28,2
nld;2063;18605905;76102,46;1,41596E+12;33198,97;28,2
nld;2064;18582980;76453,03;1,42073E+12;33343,66;28,2
nld;2065;18561279;76798,02;1,42547E+12;33486;28,2
nld;2066;18541467;77137,47;1,43024E+12;33625,99;28,2
nld;2067;18524713;77471,41;1,43514E+12;33763,66;28,2
nld;2068;18509437;77799,9;1,44003E+12;33899,03;28,2
nld;2069;18494005;78122,97;1,44481E+12;34032,11;28,2
nld;2070;18478454;78440,66;1,44946E+12;34162,94;28,2
nld;2071;18462959;78753,03;1,45401E+12;34291,53;28,2
nld;2072;18446838;79060,12;1,45841E+12;34417,9;28,2
nld;2073;18429276;79361,98;1,46258E+12;34542,07;28,2
nld;2074;18411117;79658,67;1,46661E+12;34664,08;28,2
nld;2075;18391537;79950,23;1,47041E+12;34783,94;28,2
nld;2076;18368106;80236,71;1,4738E+12;34901,67;28,2
nld;2077;18340784;80518,17;1,47677E+12;35017,31;28,2
nld;2078;18311972;80794,68;1,47951E+12;35130,87;28,2
nld;2079;18282173;81066,27;1,48207E+12;35242,38;28,2
nld;2080;18251350;81333,01;1,48444E+12;35351,86;28,2
nld;2081;18218893;81594,95;1,48657E+12;35459,35;28,2
nld;2082;18184063;81852,15;1,4884E+12;35564,86;28,2
nld;2083;18147838;82104,68;1,49002E+12;35668,42;28,2
nld;2084;18111023;82352,58;1,49149E+12;35770,06;28,2
nld;2085;18074357;82595,93;1,49287E+12;35869,81;28,2
nld;2086;18036255;82834,77;1,49403E+12;35967,68;28,2
nld;2087;17998307;83069,17;1,4951E+12;36063,7;28,2
nld;2088;17960227;83299,18;1,49607E+12;36157,91;28,2
nld;2089;17920220;83524,88;1,49678E+12;36250,32;28,2
nld;2090;17878905;83746,31;1,49729E+12;36340,97;28,2
nld;2091;17838038;83963,54;1,49774E+12;36429,88;28,2
nld;2092;17798797;84176,63;1,49824E+12;36517,07;28,2
nld;2093;17759142;84385,64;1,49862E+12;36602,57;28,2
nld;2094;17719668;84590,63;1,49892E+12;36686,41;28,2
nld;2095;17681341;84791,66;1,49923E+12;36768,61;28,2
nld;2096;17644610;84988,79;1,49959E+12;36849,2;28,2
nld;2097;17609469;85182,08;1,50001E+12;36928,2;28,2
nld;2098;17575440;85371,59;1,50044E+12;37005,64;28,2
nld;2099;17541909;85557,38;1,50084E+12;37081,55;28,2
nld;2100;17507518;85739,51;1,50109E+12;37155,94;28,2
nzl;1800;200000;942,62;188523850;432,33;38,2
nzl;1801;193187;942,62;182101785;432,33;38,2
nzl;1802;186607;942,62;175899350;432,33;38,2
nzl;1803;180250;942,62;169907120;432,33;38,2
nzl;1804;174110;944,05;164368859;432,99;38,2
nzl;1805;168179;944,05;158769688;432,99;38,2
nzl;1806;162450;944,05;153361215;432,99;38,2
nzl;1807;156917;944,05;148137777;432,99;38,2
nzl;1808;151572;944,05;143091820;432,99;38,2
nzl;1809;146409;944,05;138217680;432,99;38,2
nzl;1810;141591;944,05;133669239;432,99;38,2
nzl;1811;136768;944,05;129116077;432,99;38,2
nzl;1812;132109;944,05;124717740;432,99;38,2
nzl;1813;127609;944,05;120469506;432,99;38,2
nzl;1814;123262;945,48;116542293;433,64;38,2
nzl;1815;119064;945,48;112573149;433,64;38,2
nzl;1816;115008;945,48;108738265;433,64;38,2
nzl;1817;111090;945,48;105033857;433,64;38,2
nzl;1818;107306;945,48;101456144;433,64;38,2
nzl;1819;104332;945,48;98644274;433,64;38,2
nzl;1820;102141;945,48;96572717;433,64;38,2
nzl;1821;100705;970,78;97762779;445,25;38,2
nzl;1822;100000;996,76;99676015;457,16;38,2
nzl;1823;100000;1023,43;102343161;469,4;38,2
nzl;1824;100000;1050,82;105081675;481,96;38,2
nzl;1825;100000;1078,93;107893466;494,85;38,2
nzl;1826;100000;1107,8;110780496;508,09;38,2
nzl;1827;100000;1137,45;113744777;521,69;38,2
nzl;1828;100000;1167,88;116788377;535,65;38,2
nzl;1829;99299;1199,13;119072825;549,98;38,2
nzl;1830;97922;1231,22;120563603;564,7;38,2
nzl;1831;95893;1264,17;121224669;579,81;38,2
nzl;1832;93233;1297,99;121015757;595,32;38,2
nzl;1833;89967;1332,72;119901236;611,25;38,2
nzl;1834;86814;1368,39;118795051;627,61;38,2
nzl;1835;83772;1405;117699773;644,4;38,2
nzl;1836;80837;1442,6;116615180;661,64;38,2
nzl;1837;78005;1481,2;115540835;679,35;38,2
nzl;1838;75272;1520,83;114476060;697,53;38,2
nzl;1839;73481;1561,53;114742534;716,19;38,2
nzl;1840;72621;1603,31;116433985;735,36;38,2
nzl;1841;72683;1646,21;119651609;755,03;38,2
nzl;1842;73655;1690,26;124496199;775,24;38,2
nzl;1843;75529;1735,49;131079794;795,98;38,2
nzl;1844;77452;1781,93;138013895;817,28;38,2
nzl;1845;79423;1829,61;145313052;839,15;38,2
nzl;1846;81444;1878,57;152997942;861,6;38,2
nzl;1847;83517;1928,83;161090356;884,66;38,2
nzl;1848;85642;1980,45;169609282;908,33;38,2
nzl;1849;88066;2033,44;179076767;932,63;38,2
nzl;1850;90807;2087,85;189591325;957,59;38,2
nzl;1851;93877;2230,1;209355360;1022,83;38,2
nzl;1852;97300;2382,05;231773334;1092,52;38,2
nzl;1853;101095;2544,35;257220781;1166,96;38,2
nzl;1854;105037;2717,7;285459455;1246,47;38,2
nzl;1855;109134;2902,87;316802021;1331,4;38,2
nzl;1856;113391;3100,66;351586510;1422,11;38,2
nzl;1857;117813;3311,92;390186806;1519;38,2
nzl;1858;122408;3537,57;433026939;1622,5;38,2
nzl;1859;128323;3778,6;484881221;1733,05;38,2
nzl;1860;135702;4036,05;547700145;1851,13;38,2
nzl;1861;144705;4174,55;604078529;1914,65;38,2
nzl;1862;155505;4317,81;671440408;1980,35;38,2
nzl;1863;168291;4465,98;751583543;2048,31;38,2
nzl;1864;182127;4619,23;841286577;2118,6;38,2
nzl;1865;197102;4777,74;941702908;2191,3;38,2
nzl;1866;213307;4941,7;1054098615;2266,5;38,2
nzl;1867;230845;5111,28;1179912663;2344,28;38,2
nzl;1868;249825;5286,68;1320743677;2424,72;38,2
nzl;1869;269057;5468,09;1471228720;2507,93;38,2
nzl;1870;288484;5655,74;1631589435;2593,99;38,2
nzl;1871;308040;5756,47;1773221751;2640,19;38,2
nzl;1872;327647;6428,38;2106238730;2948,36;38,2
nzl;1873;347216;6990,4;2427179800;3206,14;38,2
nzl;1874;367954;7012,15;2580149201;3216,11;38,2
nzl;1875;389931;6729,42;2624010226;3086,44;38,2
nzl;1876;413221;6610,38;2731546967;3031,84;38,2
nzl;1877;437902;7265,12;3181410620;3332,13;38,2
nzl;1878;464056;7792,81;3616298229;3574,16;38,2
nzl;1879;488151;6511,94;3178808872;2986,69;38,2
nzl;1880;509973;6837,02;3486695310;3135,79;38,2
nzl;1881;529293;6869,07;3635750534;3150,49;38,2
nzl;1882;545870;6652,73;3631525784;3051,26;38,2
nzl;1883;559440;6376,87;3567475285;2924,74;38,2
nzl;1884;573349;6756,89;3874058210;3099,04;38,2
nzl;1885;587603;6545,13;3845939560;3001,91;38,2
nzl;1886;602211;6572,6;3958094617;3014,51;38,2
nzl;1887;617182;6576,04;4058612456;3016,09;38,2
nzl;1888;632526;6484,47;4101593305;2974,09;38,2
nzl;1889;647540;6752,32;4372394069;3096,94;38,2
nzl;1890;662201;6850,76;4536576998;3142,09;38,2
nzl;1891;676487;6807,26;4605021828;3122,14;38,2
nzl;1892;690375;6935,46;4788067984;3180,94;38,2
nzl;1893;703839;6911,42;4864528316;3169,91;38,2
nzl;1894;717565;6530,25;4685880355;2995,09;38,2
nzl;1895;731559;6644,72;4861002910;3047,59;38,2
nzl;1896;745827;7276,57;5427059865;3337,38;38,2
nzl;1897;760372;7206,74;5479805384;3305,36;38,2
nzl;1898;775201;7270,84;5636365048;3334,76;38,2
nzl;1899;791389;7372,72;5834687599;3381,48;38,2
nzl;1900;808990;7842,03;6344120454;3596,73;38,2
nzl;1901;828061;7704,67;6379934510;3533,73;38,2
nzl;1902;848659;8097,28;6871832675;3713,8;38,2
nzl;1903;870844;8624,97;7511002733;3955,83;38,2
nzl;1904;893610;8338,81;7451640178;3824,58;38,2
nzl;1905;916970;8849,32;8114562320;4058,73;38,2
nzl;1906;940941;9411,35;8855521963;4316,5;38,2
nzl;1907;965539;9743,3;9407532662;4468,75;38,2
nzl;1908;990780;8821,85;8740512328;4046,13;38,2
nzl;1909;1014837;8702,81;8831929277;3991,53;38,3
nzl;1910;1037647;9699,8;10064967894;4448,8;38,3
nzl;1911;1059145;10023,74;10616590580;4597,37;38,3
nzl;1912;1079263;9504,06;10257384275;4359,02;38,4
nzl;1913;1097934;9399,9;10320469966;4311,25;38,4
nzl;1914;1116927;9467,43;10574433484;4342,22;38,5
nzl;1915;1136248;9439,96;10726139126;4329,62;38,7
nzl;1916;1155904;9341,52;10797903549;4284,47;38,9
nzl;1917;1175900;9137,77;10745108843;4191,02;39,1
nzl;1918;1196289;8960,35;10719171657;4109,65;39,2
nzl;1919;1217358;9639,13;11734275511;4420,97;39,3
nzl;1920;1239125;10292,73;12753979566;4720,74;39,4
nzl;1921;1261609;9356,4;11804122593;4291,3;39,5
nzl;1922;1284828;8832,15;11347795766;4050,85;39,5
nzl;1923;1308801;9385,02;12283123091;4304,42;39,6
nzl;1924;1333222;9383,87;12510788577;4303,9;39,6
nzl;1925;1358099;9655,16;13112660462;4428,32;39,5
nzl;1926;1383439;8948,91;12380266117;4104,4;39,5
nzl;1927;1409253;8544,84;12041846296;3919,08;39,4
nzl;1928;1435548;9380,44;13466073351;4302,32;39,3
nzl;1929;1459513;9601,36;14013308688;4403,65;39
nzl;1930;1481079;9049,64;13403225786;4150,6;38,8
nzl;1931;1500175;8164,82;12248656267;3744,78;38,5
nzl;1932;1516729;7894,68;11974089943;3620,88;38,2
nzl;1933;1530665;8349,11;12779686793;3829,3;38
nzl;1934;1544730;8699,37;13438180578;3989,95;37,7
nzl;1935;1558924;9048,49;14105910268;4150,07;37,4
nzl;1936;1573248;10655,59;16763879022;4887,17;37,2
nzl;1937;1587704;11132,91;17675760304;5106,09;36,9
